restaurant_visits,restaurant_spend_usd,bar_lounge_visits,spa_treatments_count,spa_spend_usd,gym_checkins_count,pool_beach_visits_count,activity_bookings_count,kids_club_sessions,tour_bookings_count,business_center_hours,concierge_requests_count,transport_requests_count,laundry_requests_count,service_complaint_count,total_dining_spend,total_wellness_usage,total_business_services,family_activity_score,guest_cluster
7,404.51,3,0,0.0,0,0,1,0,0,0.0,0,0,1,1,576.9,0,1.0,1,0
1,62.7,1,0,0.0,0,0,0,0,0,0.0,0,0,1,0,193.13,0,1.0,0,4
3,316.04,3,0,0.0,1,4,3,0,4,0.0,1,1,0,0,375.45000000000005,5,2.0,7,5
3,213.13,0,4,946.53,4,1,0,0,0,0.0,3,0,0,0,272.63,9,3.0,0,2
4,505.4,1,2,455.95,0,4,1,0,1,0.0,1,1,3,0,577.55,6,5.0,2,2
6,484.9,1,6,1199.4,4,1,0,0,1,0.0,2,1,0,1,544.36,11,3.0,1,2
6,518.95,3,0,0.0,1,2,0,0,0,0.0,2,1,1,0,761.9000000000001,3,4.0,0,0
7,575.89,4,3,216.0,2,1,3,0,3,0.0,1,2,2,0,714.98,6,5.0,6,0
5,526.59,1,1,258.91,1,3,3,2,2,3.4,0,6,1,0,627.03,5,10.4,7,5
6,361.18,0,0,0.0,1,5,1,5,2,0.0,1,1,0,0,477.48,6,2.0,8,1
5,456.39,0,1,249.27,0,6,4,0,0,0.0,1,0,1,0,628.02,7,2.0,4,1
2,99.94,4,0,0.0,0,0,0,0,2,1.5,4,1,2,0,99.94,0,8.5,2,3
2,82.53,3,0,0.0,0,0,1,0,0,3.5,5,0,1,1,237.04,0,9.5,1,3
1,90.65,1,1,109.19,1,0,0,0,1,0.0,2,0,0,0,90.65,2,2.0,1,4
6,520.8,3,4,922.34,1,3,1,0,0,0.0,0,1,1,0,683.15,8,2.0,1,2
3,363.29,0,0,0.0,0,6,4,0,1,0.0,1,0,0,0,517.09,6,1.0,5,1
7,594.3,9,0,0.0,1,2,1,0,1,0.0,0,1,0,1,943.66,3,1.0,2,0
4,183.0,2,3,215.85,0,4,4,5,1,0.0,0,2,0,0,304.97,7,2.0,10,1
1,83.41,3,0,0.0,0,0,1,0,0,0.8,3,2,2,0,242.79999999999998,0,7.8,1,3
2,135.2,0,0,0.0,1,0,0,0,0,0.0,1,1,0,0,135.2,1,2.0,0,4
8,707.01,1,0,0.0,0,0,2,7,4,0.0,1,2,0,0,707.01,0,3.0,13,1
8,780.8,1,3,297.36,0,5,3,0,0,0.0,1,0,0,0,937.0799999999999,8,1.0,3,0
3,269.0,1,0,0.0,0,0,2,1,4,0.0,2,0,0,0,335.61,0,2.0,7,5
2,153.67,2,1,74.57,2,2,2,0,3,0.0,4,3,3,1,153.67,5,10.0,5,5
3,241.43,1,0,0.0,0,0,3,0,5,0.0,6,0,1,0,310.46000000000004,0,7.0,8,5
0,0.0,1,0,0.0,0,0,0,0,1,0.0,0,0,1,0,49.26,0,1.0,1,4
1,94.47,1,0,0.0,0,0,0,0,2,2.6,0,3,0,0,252.12,0,5.6,2,4
2,130.95,1,0,0.0,0,0,0,0,0,0.0,1,1,0,1,130.95,0,2.0,0,4
9,425.18,7,0,0.0,0,0,1,0,2,0.0,0,0,1,0,535.52,0,1.0,3,0
11,378.03,1,0,0.0,0,4,4,3,2,0.0,3,1,1,1,378.03,4,5.0,9,1
6,455.59,0,5,661.63,2,1,1,0,1,3.8,1,0,0,0,455.59,8,4.8,2,2
4,423.12,3,2,378.97,2,9,0,0,1,0.0,3,2,1,0,561.4,13,6.0,1,2
3,380.28,0,0,0.0,2,7,2,3,1,0.0,1,3,0,0,497.03999999999996,9,4.0,6,1
0,0.0,0,0,0.0,0,0,0,0,1,0.0,0,1,1,0,52.56,0,2.0,1,4
6,215.2,0,0,0.0,0,3,3,3,1,0.6,3,1,0,0,215.2,3,4.6,7,1
1,111.59,0,1,150.52,1,7,6,0,4,0.2,0,2,0,0,176.56,9,2.2,10,1
3,180.41,2,0,0.0,1,0,0,0,2,1.8,2,2,2,0,658.35,1,7.8,2,3
8,686.22,5,1,160.65,0,0,0,0,1,0.0,1,1,1,0,1064.1,1,3.0,1,0
11,1141.91,2,0,0.0,2,1,2,0,1,3.5,3,1,0,0,1303.9,3,7.5,3,0
3,167.18,1,0,0.0,0,6,1,7,3,0.0,2,1,0,0,182.5,6,3.0,11,1
4,444.51,1,2,428.36,7,1,0,0,0,0.0,1,1,0,0,512.4,10,2.0,0,2
8,302.22,0,2,93.03,0,3,1,6,2,0.0,1,1,1,0,406.62,5,3.0,9,1
0,0.0,1,0,0.0,2,0,0,0,0,5.0,2,3,2,0,140.78,2,12.0,0,3
8,662.74,4,0,0.0,1,0,1,0,0,0.0,1,0,0,1,734.98,1,1.0,1,0
6,719.44,4,3,442.6,1,3,2,0,0,0.0,1,0,2,0,919.7,7,3.0,2,0
5,555.92,0,0,0.0,1,2,3,0,4,0.0,2,1,0,1,585.9499999999999,3,3.0,7,5
4,375.81,3,2,278.17,1,2,1,0,0,0.0,0,1,0,1,846.86,5,1.0,1,0
6,490.97,0,5,835.89,4,0,3,0,0,0.6,2,0,0,0,635.1,9,2.6,3,2
2,77.73,1,0,0.0,1,0,0,0,1,0.0,0,1,0,0,201.59,1,1.0,1,4
2,141.15,2,0,0.0,0,0,0,0,0,2.2,0,1,2,0,199.09,0,5.2,0,4
1,102.93,1,3,574.24,0,4,0,0,1,0.0,0,0,1,0,298.85,7,1.0,1,2
5,587.08,5,0,0.0,0,1,1,0,0,0.0,1,3,0,0,979.4100000000001,1,4.0,1,0
4,253.33,1,0,0.0,1,6,3,4,1,0.0,4,0,0,1,296.07,7,4.0,8,1
1,80.42,1,3,258.27,0,9,4,6,1,2.6,3,1,0,2,184.8,12,6.6,11,1
4,396.93,0,0,0.0,2,3,3,3,3,0.0,4,2,1,1,396.93,5,7.0,9,5
2,134.15,1,0,0.0,1,3,1,2,2,0.0,1,1,3,0,239.12,4,5.0,5,1
5,401.23,2,0,0.0,0,1,1,0,0,0.0,3,1,2,0,674.21,1,6.0,1,0
10,1163.24,0,2,177.18,0,3,3,0,1,0.0,1,1,0,0,1222.81,5,2.0,4,0
6,590.67,4,0,0.0,1,1,0,0,1,0.0,1,1,1,0,699.13,2,3.0,1,0
1,74.41,0,0,0.0,0,0,1,0,1,0.0,0,0,1,0,218.67,0,1.0,2,4
0,0.0,3,0,0.0,0,0,0,0,0,0.0,0,1,0,0,46.16,0,1.0,0,4
4,151.14,0,2,268.7,3,3,1,0,0,0.0,3,0,0,0,226.45999999999998,8,3.0,1,2
2,164.44,1,0,0.0,1,0,0,0,0,7.0,7,0,1,0,164.44,1,15.0,0,3
7,574.95,2,5,574.09,2,3,3,0,1,0.0,1,0,1,0,687.1500000000001,10,2.0,4,2
1,42.34,1,1,131.0,5,1,2,0,0,0.0,3,1,1,1,148.03,7,5.0,2,4
3,158.82,1,0,0.0,0,0,1,0,1,0.0,2,0,0,0,236.76999999999998,0,2.0,2,4
1,56.88,1,0,0.0,1,0,0,0,0,1.8,3,0,2,0,269.76,1,6.8,0,3
10,646.84,6,2,183.88,1,0,1,0,1,0.0,2,0,0,0,814.29,3,2.0,2,0
4,427.19,1,4,832.64,5,2,1,0,0,0.0,1,0,0,0,666.09,11,1.0,1,2
1,57.96,2,0,0.0,0,0,4,0,3,0.0,3,1,0,0,118.62,0,4.0,7,5
8,681.36,1,0,0.0,0,0,1,0,1,0.0,0,2,1,0,834.73,0,3.0,2,0
1,85.43,2,2,168.09,2,2,2,0,3,5.0,3,3,0,0,141.79000000000002,6,11.0,5,5
2,64.69,1,0,0.0,2,0,0,0,0,5.1,4,3,2,1,360.63,2,14.1,0,3
4,297.87,1,0,0.0,0,0,4,1,2,0.0,2,3,0,0,297.87,0,5.0,7,5
9,967.01,2,2,355.91,2,7,5,0,0,0.0,2,2,1,0,1062.26,11,5.0,5,2
9,50.62,0,1,99.64,0,4,4,5,2,0.0,0,1,0,0,50.62,5,1.0,11,1
1,76.17,1,0,0.0,0,0,1,0,0,0.0,0,1,0,0,147.25,0,1.0,1,4
2,165.51,1,0,0.0,0,0,1,0,0,0.0,1,1,0,0,248.68,0,2.0,1,4
6,411.61,3,0,0.0,0,0,2,0,1,0.0,3,2,0,0,551.23,0,5.0,3,0
5,439.14,0,0,0.0,0,6,1,0,1,2.1,2,0,0,1,439.14,6,4.1,2,1
3,83.5,2,0,0.0,1,0,1,0,1,0.0,1,0,1,0,121.78999999999999,1,2.0,2,4
6,327.92,3,5,387.81,2,3,2,0,0,0.0,2,1,1,1,467.96000000000004,10,4.0,2,2
6,504.47,2,2,347.16,3,2,2,0,1,6.3,5,0,1,0,647.39,7,12.3,3,3
6,566.36,0,4,1008.22,3,1,2,0,2,0.0,3,0,0,0,640.05,8,3.0,4,2
2,150.59,1,0,0.0,0,0,1,0,0,0.0,2,2,0,2,236.72,0,4.0,1,4
0,0.0,0,0,0.0,1,0,0,0,0,0.0,1,0,1,1,0.0,1,2.0,0,4
6,512.63,0,1,186.33,1,3,1,0,0,0.0,1,0,0,0,830.0,5,1.0,1,0
5,462.04,0,5,795.21,0,2,1,0,2,0.4,2,1,0,1,530.21,7,3.4,3,2
4,412.93,3,0,0.0,0,5,0,0,0,0.0,4,2,1,0,564.8199999999999,5,7.0,0,0
3,238.11,2,0,0.0,1,0,0,0,0,2.0,2,3,3,0,238.11,1,10.0,0,3
1,61.17,1,0,0.0,1,0,0,0,0,0.0,0,0,0,1,61.17,1,0.0,0,4
6,310.84,4,0,0.0,2,3,1,0,1,0.0,2,0,1,0,310.84,5,3.0,2,0
4,330.79,1,4,398.07,4,3,2,0,1,0.0,4,0,0,0,507.53000000000003,11,4.0,3,2
1,77.96,3,0,0.0,0,0,6,0,3,0.0,2,2,2,0,151.48,0,6.0,9,5
2,79.02,1,0,0.0,0,0,0,0,0,4.0,2,1,0,0,180.99,0,7.0,0,3
6,447.11,3,0,0.0,2,0,0,0,0,0.0,2,1,2,0,573.24,2,5.0,0,0
2,124.62,1,0,0.0,0,4,1,2,3,0.0,4,1,0,0,190.95,4,5.0,6,5
3,176.72,4,2,288.8,1,2,3,0,2,0.0,5,0,0,0,389.03999999999996,5,5.0,5,5
2,206.19,2,0,0.0,1,0,0,0,0,2.5,0,4,3,0,580.53,1,9.5,0,3
1,103.62,0,0,0.0,0,2,0,0,0,0.0,2,0,0,1,103.62,2,2.0,0,4
3,275.24,1,5,603.95,2,2,3,0,1,0.0,0,1,0,0,343.49,9,1.0,4,2
5,451.47,2,0,0.0,2,0,3,0,0,0.0,0,0,1,2,678.45,2,1.0,3,0
2,188.22,0,0,0.0,0,1,2,4,4,0.0,1,1,0,0,266.96,1,2.0,10,1
5,266.96,1,1,91.01,1,1,3,1,2,1.0,1,2,0,0,319.02,3,4.0,6,5
0,0.0,1,0,0.0,2,0,2,0,0,0.0,0,0,0,2,0.0,2,0.0,2,4
3,255.77,1,1,229.66,2,1,2,0,0,0.0,1,0,1,0,312.83000000000004,4,2.0,2,4
3,174.98,1,1,106.57,1,0,3,0,5,0.0,2,1,1,0,303.7,2,4.0,8,5
0,0.0,1,0,0.0,0,0,0,0,0,1.5,2,4,0,0,59.81,0,7.5,0,3
5,321.06,0,0,0.0,0,0,1,0,0,3.8,3,3,2,0,438.18,0,11.8,1,3
2,236.25,1,0,0.0,1,4,2,0,4,0.0,2,1,0,2,236.25,5,3.0,6,5
2,131.2,2,7,1054.38,6,3,0,0,2,0.0,3,0,0,0,371.03999999999996,16,3.0,2,2
5,272.78,3,0,0.0,3,2,0,0,0,0.0,1,0,0,1,424.80999999999995,5,1.0,0,0
5,294.94,1,0,0.0,2,5,3,0,3,0.0,3,1,0,2,376.15999999999997,7,4.0,6,5
7,909.74,3,2,464.12,1,1,4,0,0,0.0,2,0,0,0,1113.5,4,2.0,4,0
4,439.32,2,1,163.85,0,4,3,3,3,0.0,3,2,0,0,549.71,5,5.0,9,1
7,407.76,5,0,0.0,1,2,0,0,2,0.0,0,1,0,0,925.76,3,1.0,2,0
9,541.2,3,3,567.99,0,1,1,0,1,0.0,1,1,0,0,788.73,4,2.0,2,0
8,426.9,2,2,316.64,0,2,2,0,0,0.0,5,0,1,0,645.39,4,6.0,2,0
7,463.32,1,0,0.0,1,2,0,0,3,0.0,0,2,0,0,527.44,3,2.0,3,0
2,164.35,0,2,240.29,0,4,3,8,1,0.0,2,0,2,0,346.90999999999997,6,4.0,12,1
3,206.86,1,1,126.97,1,0,1,0,3,0.0,3,0,0,0,352.72,2,3.0,4,4
5,613.68,0,0,0.0,0,5,2,0,2,0.0,1,3,0,1,677.54,5,4.0,4,1
6,309.13,0,0,0.0,0,3,2,4,0,0.0,2,1,0,0,446.61,3,3.0,6,1
1,83.75,0,0,0.0,0,0,1,0,0,3.2,3,2,1,0,310.15,0,9.2,1,3
10,967.12,0,0,0.0,0,2,1,1,5,0.0,2,2,1,1,1015.38,2,5.0,7,0
2,217.58,3,0,0.0,1,0,6,0,1,0.0,8,3,3,0,217.58,1,14.0,7,5
7,858.33,0,0,0.0,1,1,0,8,3,0.0,2,2,1,0,858.33,2,5.0,11,1
4,343.92,0,2,350.99,0,6,7,3,2,0.0,1,3,0,0,343.92,8,4.0,12,1
7,649.72,1,0,0.0,0,4,1,3,1,0.0,2,1,0,0,698.28,4,3.0,5,1
7,376.99,1,0,0.0,0,11,3,7,1,0.0,4,1,1,0,376.99,11,6.0,11,1
3,256.2,3,3,304.24,1,0,3,0,0,0.0,3,0,0,0,439.48,4,3.0,3,0
4,225.35,5,1,111.62,0,0,0,0,2,0.0,0,0,0,0,363.28,1,0.0,2,0
4,274.92,7,1,126.49,0,0,0,0,0,1.4,1,1,0,0,326.94,1,3.4,0,0
2,68.6,0,0,0.0,0,0,0,0,1,1.0,2,3,4,1,334.27,0,10.0,1,3
2,228.98,1,3,766.13,2,0,2,0,2,0.0,3,0,0,1,228.98,5,3.0,4,2
3,280.96,0,0,0.0,1,2,1,0,1,0.0,0,2,2,0,429.25,3,4.0,2,4
10,1008.1,2,4,981.84,2,6,3,0,3,0.0,0,1,2,0,1284.1100000000001,12,3.0,6,2
3,221.93,0,4,499.51,3,4,3,0,1,0.0,0,0,0,0,270.84000000000003,11,0.0,4,2
0,0.0,0,0,0.0,0,0,0,0,0,3.8,1,1,4,0,170.79,0,9.8,0,3
5,312.61,1,0,0.0,2,1,3,0,1,0.0,2,2,0,0,383.46000000000004,3,4.0,4,5
0,0.0,1,0,0.0,1,1,0,0,0,5.7,3,3,2,0,60.12,2,13.7,0,3
1,86.8,0,0,0.0,0,0,0,0,1,0.0,2,1,0,0,174.23000000000002,0,3.0,1,4
7,609.62,2,0,0.0,2,0,0,0,0,0.0,1,0,2,0,913.23,2,3.0,0,0
1,96.63,2,1,169.23,1,1,0,0,0,5.1,3,0,5,0,242.93,3,13.1,0,3
7,830.73,2,1,242.6,0,0,2,0,2,0.0,3,1,2,0,871.25,1,6.0,4,0
3,217.14,1,0,0.0,0,0,0,0,0,0.0,0,1,1,0,342.46999999999997,0,2.0,0,4
4,216.45,1,0,0.0,0,0,0,0,0,4.2,4,3,1,0,397.46,0,12.2,0,3
5,614.74,1,5,1521.93,2,2,1,0,0,0.0,1,0,0,2,752.46,9,1.0,1,2
1,131.33,1,0,0.0,0,0,0,0,1,2.5,2,1,3,0,226.23000000000002,0,8.5,1,3
6,216.67,4,0,0.0,0,0,1,0,2,0.0,0,2,0,0,501.34000000000003,0,2.0,3,0
7,583.08,0,3,482.41,6,2,1,0,1,0.0,0,0,0,0,583.08,11,0.0,2,2
4,220.33,0,0,0.0,1,2,0,0,1,0.0,1,1,0,0,220.33,3,2.0,1,4
3,98.18,0,0,0.0,0,0,0,0,1,0.0,0,0,0,0,98.18,0,0.0,1,4
7,433.67,3,0,0.0,1,0,1,0,1,0.0,1,2,1,0,598.02,1,4.0,2,0
0,0.0,2,0,0.0,1,0,0,0,1,0.5,4,0,3,0,58.79,1,7.5,1,3
3,110.47,0,0,0.0,0,2,4,0,0,2.1,4,0,1,0,174.62,2,7.1,4,3
3,269.14,0,2,107.47,3,5,1,0,0,0.0,3,0,1,1,269.14,10,4.0,1,2
9,997.33,3,4,603.77,4,6,3,0,1,0.0,6,1,1,0,1115.9,14,8.0,4,2
5,540.82,1,4,911.29,1,3,2,0,2,0.0,1,1,0,0,588.82,8,2.0,4,2
1,58.34,1,0,0.0,1,0,0,0,0,0.0,0,0,0,0,58.34,1,0.0,0,4
3,207.44,4,0,0.0,2,0,3,1,1,0.0,0,0,1,0,481.49,2,1.0,5,0
2,74.5,1,0,0.0,0,0,0,0,1,0.0,1,0,0,0,74.5,0,1.0,1,4
9,682.64,1,0,0.0,3,4,3,0,0,0.0,0,3,1,0,776.88,7,4.0,3,0
4,437.47,2,0,0.0,2,1,0,0,0,5.8,2,2,2,2,437.47,3,11.8,0,3
9,552.01,7,1,139.01,1,0,1,0,0,0.0,0,2,0,0,552.01,2,2.0,1,0
4,453.63,0,5,1157.52,4,1,2,0,1,2.4,1,0,1,0,528.14,10,4.4,3,2
7,406.62,1,0,0.0,2,4,9,0,3,0.0,3,3,1,0,406.62,6,7.0,12,5
0,0.0,0,0,0.0,1,0,1,0,1,0.0,0,0,0,1,101.62,1,0.0,2,4
2,170.3,2,0,0.0,2,0,0,0,0,3.9,3,4,3,0,392.29,2,13.9,0,3
4,213.25,0,0,0.0,2,1,5,0,2,0.0,1,2,0,1,213.25,3,3.0,7,5
2,110.93,2,0,0.0,0,0,0,0,0,0.0,0,0,0,1,221.89,0,0.0,0,4
3,223.13,3,0,0.0,2,0,2,0,4,0.0,3,2,1,0,266.39,2,6.0,6,5
2,158.17,4,5,1039.27,0,2,1,0,0,0.0,2,1,2,0,158.17,7,5.0,1,2
4,94.2,0,0,0.0,1,0,2,0,5,0.0,2,4,1,0,94.2,1,7.0,7,5
2,192.49,0,0,0.0,1,0,1,0,1,0.0,0,0,0,1,192.49,1,0.0,2,4
8,366.41,2,0,0.0,1,0,1,0,0,0.0,1,1,0,1,666.32,1,2.0,1,0
6,178.75,2,3,147.06,0,3,0,0,0,0.0,2,0,2,0,386.76,6,4.0,0,0
1,42.52,1,0,0.0,0,0,0,0,0,0.0,0,0,0,1,42.52,0,0.0,0,4
5,534.07,1,0,0.0,2,6,1,0,1,0.9,4,1,0,0,534.07,8,5.9,2,0
6,458.94,2,4,454.79,6,1,1,0,0,0.0,1,3,1,0,526.63,11,5.0,1,2
0,0.0,0,0,0.0,0,0,1,0,0,0.0,0,2,0,1,96.37,0,2.0,1,4
7,684.7,1,1,195.7,2,6,6,2,2,0.0,2,1,0,0,791.0,9,3.0,10,1
1,73.81,0,0,0.0,2,0,0,0,0,0.8,3,2,3,1,224.46,2,8.8,0,3
5,262.09,5,0,0.0,0,1,0,0,0,0.0,1,1,0,1,359.97999999999996,1,2.0,0,0
6,223.63,0,7,615.28,2,2,2,0,0,0.0,2,0,1,0,223.63,11,3.0,2,2
4,370.09,1,2,364.72,3,4,1,0,1,0.0,1,0,1,0,370.09,9,2.0,2,2
5,360.63,2,1,183.61,1,2,2,4,0,0.0,2,3,0,1,424.39,4,5.0,6,1
7,681.32,6,0,0.0,2,2,0,0,0,0.0,0,2,0,0,1062.97,4,2.0,0,0
5,511.11,2,1,228.21,1,3,2,0,0,0.0,0,1,0,0,560.61,5,1.0,2,0
0,0.0,0,0,0.0,0,0,0,0,0,1.3,3,0,3,1,229.71,0,7.3,0,3
0,0.0,3,0,0.0,2,0,0,0,0,1.5,3,2,2,0,103.54,2,8.5,0,3
8,564.41,0,0,0.0,0,4,1,7,1,0.0,1,2,0,0,564.41,4,3.0,9,1
3,229.66,0,0,0.0,3,3,4,4,1,0.0,1,0,0,0,229.66,6,1.0,9,1
4,233.21,4,0,0.0,3,0,0,0,1,0.0,2,3,1,0,416.67,3,6.0,1,0
5,257.89,3,0,0.0,0,0,2,0,2,0.0,5,2,0,0,409.39,0,7.0,4,5
4,370.81,0,0,0.0,0,5,1,2,2,0.0,1,0,0,0,647.04,5,1.0,5,1
6,768.47,2,1,297.08,6,2,1,0,1,0.0,2,0,0,0,908.1800000000001,9,2.0,2,2
1,73.51,1,0,0.0,0,0,1,1,0,2.7,5,3,2,1,167.14,0,12.7,2,3
6,473.69,1,1,217.85,1,4,3,0,2,0.6,1,0,0,1,595.56,6,1.6,5,0
4,262.2,1,1,115.52,4,2,2,0,0,0.0,1,0,0,0,319.53999999999996,7,1.0,2,2
6,390.88,4,0,0.0,0,0,1,0,1,0.0,0,1,0,2,439.27,0,1.0,2,0
6,518.08,1,3,436.6,0,3,0,0,1,0.0,0,1,1,0,664.1300000000001,6,2.0,1,0
6,677.83,7,5,752.5,1,9,2,0,1,0.0,0,0,0,0,907.61,15,0.0,3,2
2,152.12,3,0,0.0,2,1,0,0,0,2.8,3,3,1,2,308.65999999999997,3,9.8,0,3
3,195.72,3,1,157.53,0,0,2,0,0,0.0,1,1,1,0,430.47,1,3.0,2,4
0,0.0,1,0,0.0,0,0,1,0,0,0.0,0,2,0,1,0.0,0,2.0,1,4
0,0.0,1,0,0.0,1,0,0,0,0,4.2,2,1,1,0,111.92,1,8.2,0,3
4,348.37,3,1,145.01,2,3,4,0,1,4.6,6,2,3,0,430.63,6,15.6,5,3
4,457.68,0,6,1144.83,1,3,4,0,1,0.0,1,0,1,0,536.81,10,2.0,5,2
1,58.79,0,0,0.0,0,0,0,0,0,0.0,1,1,0,0,58.79,0,2.0,0,4
3,261.63,1,1,310.64,2,0,0,0,0,0.0,1,1,0,0,369.37,3,2.0,0,4
8,432.72,2,2,179.28,1,2,0,1,1,3.6,3,3,0,0,681.36,5,9.6,2,0
6,506.91,0,1,166.1,5,1,1,0,1,0.0,2,0,0,0,591.1600000000001,7,2.0,2,2
2,163.29,1,0,0.0,0,0,0,0,2,4.1,0,0,0,0,163.29,0,4.1,2,4
0,0.0,3,0,0.0,0,0,0,0,1,1.6,3,0,3,0,280.25,0,7.6,1,3
3,250.68,6,0,0.0,0,0,0,0,0,0.8,1,2,1,0,342.73,0,4.8,0,0
8,722.05,0,3,693.29,2,1,1,0,0,0.0,1,0,1,1,818.91,6,2.0,1,2
1,123.38,3,2,636.28,1,1,3,0,2,0.0,6,0,2,1,123.38,4,8.0,5,5
4,127.19,1,3,377.32,1,1,1,5,4,0.0,0,0,1,1,192.17000000000002,5,1.0,10,1
5,270.15,2,0,0.0,1,0,4,0,1,0.0,3,1,0,1,368.9,1,4.0,5,5
3,355.96,0,0,0.0,2,3,2,0,2,0.0,4,2,0,0,355.96,5,6.0,4,5
1,63.72,0,0,0.0,3,0,2,0,6,0.0,6,3,0,0,248.5,3,9.0,8,5
3,356.19,3,3,603.38,2,2,4,0,3,0.0,0,0,0,0,466.25,7,0.0,7,2
2,93.11,0,0,0.0,0,0,0,0,0,0.0,0,0,0,1,93.11,0,0.0,0,4
4,203.45,1,2,454.96,1,1,4,0,2,0.5,2,2,0,1,265.55,4,4.5,6,5
1,140.16,1,0,0.0,2,3,6,0,5,0.0,1,3,0,1,140.16,5,4.0,11,5
1,38.04,3,1,52.45,0,0,1,0,0,5.1,2,0,1,0,139.54,1,8.1,1,3
4,396.21,0,4,792.54,1,0,0,0,0,0.0,2,3,2,0,709.89,5,7.0,0,2
2,191.62,2,2,355.75,0,4,3,2,2,0.0,1,0,0,0,249.84,6,1.0,7,1
9,979.67,2,5,866.88,2,4,1,0,0,0.0,0,1,2,0,979.67,11,3.0,1,2
6,252.32,1,0,0.0,0,2,3,6,1,0.0,2,1,0,1,252.32,2,3.0,10,1
6,358.37,0,0,0.0,0,2,3,5,4,0.0,4,1,0,0,602.87,2,5.0,12,1
1,89.91,0,5,738.06,4,5,1,0,0,0.0,3,0,0,0,272.61,14,3.0,1,2
3,325.53,6,0,0.0,1,2,6,0,5,0.0,4,0,0,1,325.53,3,4.0,11,5
1,58.1,1,0,0.0,0,0,1,0,0,5.6,1,4,2,1,138.74,0,12.6,1,3
7,832.21,1,1,225.27,0,1,0,0,0,0.0,3,1,1,0,915.98,2,5.0,0,0
2,146.97,0,0,0.0,0,2,2,0,1,0.0,5,0,1,0,226.05,2,6.0,3,4
5,169.27,0,0,0.0,1,3,2,7,4,2.8,1,1,0,0,352.77,4,4.8,13,1
12,887.05,1,2,145.81,0,0,1,0,2,0.0,1,1,1,0,969.6999999999999,2,3.0,3,0
2,93.89,2,0,0.0,0,0,1,0,0,3.7,2,2,3,0,257.5,0,10.7,1,3
0,0.0,1,0,0.0,0,0,0,0,0,0.0,1,0,0,1,0.0,0,1.0,0,4
4,166.94,1,1,196.39,1,5,0,0,0,5.2,2,0,0,0,277.1,7,7.2,0,3
1,69.07,1,0,0.0,2,0,0,0,0,0.0,0,0,0,0,69.07,2,0.0,0,4
0,0.0,2,0,0.0,2,0,0,0,0,0.0,5,1,3,2,219.84,2,9.0,0,3
13,1336.18,4,0,0.0,1,0,0,0,0,0.0,3,0,1,0,1592.73,1,4.0,0,0
4,386.24,3,0,0.0,2,2,1,0,0,0.8,2,1,0,0,462.33000000000004,4,3.8,1,0
7,477.47,0,0,0.0,0,2,3,1,2,0.0,3,1,0,2,477.47,2,4.0,6,1
4,316.24,1,0,0.0,0,1,0,0,0,1.0,2,1,1,0,392.53000000000003,1,5.0,0,4
3,187.12,1,6,591.7,1,1,1,0,0,0.0,5,2,0,0,560.27,8,7.0,1,2
2,201.1,0,0,0.0,2,2,4,0,5,0.0,4,0,0,0,201.1,4,4.0,9,5
6,428.38,3,4,460.93,0,0,2,0,2,0.0,2,1,2,0,428.38,4,5.0,4,0
0,0.0,3,0,0.0,4,1,3,0,5,0.0,5,1,0,0,0.0,5,6.0,8,5
3,340.21,4,0,0.0,4,2,2,0,4,0.0,5,4,0,0,426.05999999999995,6,9.0,6,5
4,417.84,3,0,0.0,2,0,0,0,0,0.0,1,1,1,0,505.39,2,3.0,0,0
3,244.85,0,3,234.16,3,1,2,0,2,0.0,3,0,1,0,244.85,7,4.0,4,2
3,147.04,0,0,0.0,1,3,6,3,1,0.0,2,0,1,0,352.88,4,3.0,10,1
4,241.13,1,0,0.0,2,1,6,0,4,0.0,2,1,1,0,295.14,3,4.0,10,5
2,197.07,3,3,453.9,0,3,0,0,0,0.0,3,0,1,0,311.0,6,4.0,0,2
5,161.52,0,2,222.47,0,0,2,0,2,0.0,1,0,1,0,227.58,2,2.0,4,4
8,756.54,7,0,0.0,1,0,1,0,0,0.0,0,1,1,0,1036.83,1,2.0,1,0
1,120.71,0,0,0.0,1,0,0,0,0,2.9,3,0,0,1,224.88,1,5.9,0,4
4,452.38,1,3,579.92,0,4,1,0,1,0.0,1,1,0,0,622.95,7,2.0,2,2
1,61.83,2,0,0.0,1,0,1,0,2,2.2,5,1,2,1,264.61,1,10.2,3,3
5,201.99,0,0,0.0,1,0,5,5,2,0.0,1,1,0,0,386.97,1,2.0,12,1
4,388.09,1,6,972.82,3,2,1,0,1,0.0,2,0,0,1,388.09,11,2.0,2,2
5,470.27,0,2,457.11,0,7,4,0,2,0.0,2,0,0,1,470.27,9,2.0,6,1
1,54.8,1,0,0.0,0,0,1,0,0,3.5,0,0,0,1,54.8,0,3.5,1,4
4,420.35,2,1,149.25,0,0,2,0,3,0.0,1,0,3,0,623.01,1,4.0,5,0
1,57.36,0,0,0.0,1,0,0,0,0,1.6,4,1,2,0,440.65000000000003,1,8.6,0,3
6,623.69,1,0,0.0,2,1,6,0,3,0.0,2,1,1,1,623.69,3,4.0,9,5
0,0.0,6,0,0.0,0,0,0,0,0,3.2,5,2,2,0,0.0,0,12.2,0,3
0,0.0,0,0,0.0,2,1,5,0,3,0.0,2,3,1,0,177.0,3,6.0,8,5
